Gender,Age,YearPostInt,IF_Mean
0,107,1,0.00164119249599837
0,108,1,0.00164119249599837
0,109,1,0.00164119249599837
0,110,1,0.00164119249599837
1,0,1,0
1,1,1,0
1,2,1,0
1,3,1,0
1,4,1,0
1,5,1,0
1,6,1,0
1,7,1,0
1,8,1,0
1,9,1,0
1,10,1,0
1,11,1,0
1,12,1,0
1,13,1,0
1,14,1,0
1,15,1,0
1,16,1,0
1,17,1,0
1,18,1,0
1,19,1,0
1,20,1,0
1,21,1,0
1,22,1,0
1,23,1,0
1,24,1,0
1,25,1,0
1,26,1,0
1,27,1,0
1,28,1,0
1,29,1,0
1,30,1,0
1,31,1,0
1,32,1,0
1,33,1,0
1,34,1,0
1,35,1,0
1,36,1,0
1,37,1,0
1,38,1,0
1,39,1,0
1,40,1,0
1,41,1,0
1,42,1,0
1,43,1,0
1,44,1,0
1,45,1,0
1,46,1,0
1,47,1,0
1,48,1,0
1,49,1,0
1,50,1,0
1,51,1,0
1,52,1,0
1,53,1,0
1,54,1,0
1,55,1,0.00125087932068702
1,56,1,0.00125087932068702
1,57,1,0.00125087932068702
1,58,1,0.00125087932068702
1,59,1,0.00125087932068702
1,60,1,0.00177711593076546
1,61,1,0.00177711593076546
1,62,1,0.00177711593076546
1,63,1,0.00177711593076546
1,64,1,0.00177711593076546
1,65,1,0.000394474148058266
1,66,1,0.000394474148058266
1,67,1,0.000394474148058266
1,68,1,0.000394474148058266
1,69,1,0.000394474148058266
1,70,1,0.000295960979099341
1,71,1,0.000295960979099341
1,72,1,0.000295960979099341
1,73,1,0.000295960979099341
1,74,1,0.000295960979099341
1,75,1,0
1,76,1,0
1,77,1,0
1,78,1,0
1,79,1,0
1,80,1,0
1,81,1,0
1,82,1,0
1,83,1,0
1,84,1,0
1,85,1,0
1,86,1,0
1,87,1,0
1,88,1,0
1,89,1,0
1,90,1,0
1,91,1,0
1,92,1,0
1,93,1,0
1,94,1,0
1,95,1,0
1,96,1,0
1,97,1,0
1,98,1,0
1,99,1,0
1,100,1,0
1,101,1,0
1,102,1,0
1,103,1,0
1,104,1,0
1,105,1,0
1,106,1,0
1,107,1,0
1,108,1,0
1,109,1,0
1,110,1,0
0,0,2,0
0,1,2,0
0,2,2,0
0,3,2,0
0,4,2,0
0,5,2,0
0,6,2,0
0,7,2,0
0,8,2,0
0,9,2,0
0,10,2,0
0,11,2,0
0,12,2,0
0,13,2,0
0,14,2,0
0,15,2,0
0,16,2,0
0,17,2,0
0,18,2,0
0,19,2,0
0,20,2,0
0,21,2,0
0,22,2,0
0,23,2,0
0,24,2,0
0,25,2,0
0,26,2,0
0,27,2,0
0,28,2,0
0,29,2,0
0,30,2,0
0,31,2,0
0,32,2,0
0,33,2,0
0,34,2,0
0,35,2,0.00384015298338125
0,36,2,0.00384015298338125
0,37,2,0.00384015298338125
0,38,2,0.00384015298338125
0,39,2,0.00384015298338125
0,40,2,0.0030663813588786
0,41,2,0.0030663813588786
0,42,2,0.0030663813588786
0,43,2,0.0030663813588786
0,44,2,0.0030663813588786
0,45,2,0.00586681464118277
0,46,2,0.00586681464118277
0,47,2,0.00586681464118277
0,48,2,0.00586681464118277
0,49,2,0.00586681464118277
0,50,2,0.00509691421978342
0,51,2,0.00509691421978342
0,52,2,0.00509691421978342
0,53,2,0.00509691421978342
0,54,2,0.00509691421978342
0,55,2,0.00504273895823315
0,56,2,0.00504273895823315
0,57,2,0.00504273895823315
0,58,2,0.00504273895823315
0,59,2,0.00504273895823315
0,60,2,0.00446976961449363
0,61,2,0.00446976961449363
0,62,2,0.00446976961449363
0,63,2,0.00446976961449363
0,64,2,0.00446976961449363
0,65,2,0.00443396615308533
0,66,2,0.00443396615308533
0,67,2,0.00443396615308533
0,68,2,0.00443396615308533
0,69,2,0.00443396615308533
0,70,2,0.00278590178658578
0,71,2,0.00278590178658578
0,72,2,0.00278590178658578
0,73,2,0.00278590178658578
0,74,2,0.00278590178658578
0,75,2,0.00214468843243598
0,76,2,0.00214468843243598
0,77,2,0.00214468843243598
0,78,2,0.00214468843243598
0,79,2,0.00214468843243598
0,80,2,0.00164119249599837
0,81,2,0.00164119249599837
0,82,2,0.00164119249599837
0,83,2,0.00164119249599837
0,84,2,0.00164119249599837
0,85,2,0.00164119249599837
0,86,2,0.00164119249599837
0,87,2,0.00164119249599837
0,88,2,0.00164119249599837
0,89,2,0.00164119249599837
0,90,2,0.00164119249599837
0,91,2,0.00164119249599837
0,92,2,0.00164119249599837
0,93,2,0.00164119249599837
0,94,2,0.00164119249599837
0,95,2,0.00164119249599837
0,96,2,0.00164119249599837
0,97,2,0.00164119249599837
0,98,2,0.00164119249599837
0,99,2,0.00164119249599837
0,100,2,0.00164119249599837
0,101,2,0.00164119249599837
0,102,2,0.00164119249599837
0,103,2,0.00164119249599837
0,104,2,0.00164119249599837
0,105,2,0.00164119249599837
0,106,2,0.00164119249599837
0,107,2,0.00164119249599837
0,108,2,0.00164119249599837
0,109,2,0.00164119249599837
0,110,2,0.00164119249599837
1,0,2,0
1,1,2,0
1,2,2,0
1,3,2,0
1,4,2,0
1,5,2,0
1,6,2,0
1,7,2,0
1,8,2,0
1,9,2,0
1,10,2,0
1,11,2,0
1,12,2,0
1,13,2,0
1,14,2,0
1,15,2,0
1,16,2,0
1,17,2,0
1,18,2,0
1,19,2,0
1,20,2,0
1,21,2,0
1,22,2,0
1,23,2,0
1,24,2,0
1,25,2,0
1,26,2,0
1,27,2,0
1,28,2,0
1,29,2,0
1,30,2,0
1,31,2,0
1,32,2,0
1,33,2,0
1,34,2,0
1,35,2,0
1,36,2,0
1,37,2,0
1,38,2,0
1,39,2,0
1,40,2,0
1,41,2,0
1,42,2,0
1,43,2,0
1,44,2,0
1,45,2,0
1,46,2,0
1,47,2,0
1,48,2,0
1,49,2,0
1,50,2,0
1,51,2,0
1,52,2,0
1,53,2,0
1,54,2,0
1,55,2,0.00125087932068702
1,56,2,0.00125087932068702
1,57,2,0.00125087932068702
1,58,2,0.00125087932068702
1,59,2,0.00125087932068702
1,60,2,0.00177711593076546
1,61,2,0.00177711593076546
1,62,2,0.00177711593076546
1,63,2,0.00177711593076546
1,64,2,0.00177711593076546
1,65,2,0.000394474148058266
1,66,2,0.000394474148058266
1,67,2,0.000394474148058266
1,68,2,0.000394474148058266
1,69,2,0.000394474148058266
1,70,2,0.000295960979099341
1,71,2,0.000295960979099341
1,72,2,0.000295960979099341
1,73,2,0.000295960979099341
1,74,2,0.000295960979099341
1,75,2,0
1,76,2,0
1,77,2,0
1,78,2,0
1,79,2,0
1,80,2,0
1,81,2,0
1,82,2,0
1,83,2,0
1,84,2,0
1,85,2,0
1,86,2,0
1,87,2,0
1,88,2,0
1,89,2,0
1,90,2,0
1,91,2,0
1,92,2,0
1,93,2,0
1,94,2,0
1,95,2,0
1,96,2,0
1,97,2,0
1,98,2,0
1,99,2,0
1,100,2,0
1,101,2,0
1,102,2,0
1,103,2,0
1,104,2,0
1,105,2,0
1,106,2,0
1,107,2,0
1,108,2,0
1,109,2,0
1,110,2,0
0,0,3,0
0,1,3,0
0,2,3,0
0,3,3,0
0,4,3,0
0,5,3,0
0,6,3,0
0,7,3,0
0,8,3,0
0,9,3,0
0,10,3,0
0,11,3,0
0,12,3,0
0,13,3,0
0,14,3,0
0,15,3,0
0,16,3,0
0,17,3,0
0,18,3,0
0,19,3,0
0,20,3,0
0,21,3,0
0,22,3,0
0,23,3,0
0,24,3,0
0,25,3,0
0,26,3,0
0,27,3,0
0,28,3,0
0,29,3,0
0,30,3,0
0,31,3,0
0,32,3,0
0,33,3,0
0,34,3,0
0,35,3,0.00384015298338125
0,36,3,0.00384015298338125
0,37,3,0.00384015298338125
0,38,3,0.00384015298338125
0,39,3,0.00384015298338125
0,40,3,0.0030663813588786
0,41,3,0.0030663813588786
0,42,3,0.0030663813588786
0,43,3,0.0030663813588786
0,44,3,0.0030663813588786
0,45,3,0.00586681464118277
0,46,3,0.00586681464118277
0,47,3,0.00586681464118277
0,48,3,0.00586681464118277
0,49,3,0.00586681464118277
0,50,3,0.00509691421978342
0,51,3,0.00509691421978342
0,52,3,0.00509691421978342
0,53,3,0.00509691421978342
0,54,3,0.00509691421978342
0,55,3,0.00504273895823315
0,56,3,0.00504273895823315
0,57,3,0.00504273895823315
0,58,3,0.00504273895823315
0,59,3,0.00504273895823315
0,60,3,0.00446976961449363
0,61,3,0.00446976961449363
0,62,3,0.00446976961449363
0,63,3,0.00446976961449363
0,64,3,0.00446976961449363
0,65,3,0.00443396615308533
0,66,3,0.00443396615308533
0,67,3,0.00443396615308533
0,68,3,0.00443396615308533
0,69,3,0.00443396615308533
0,70,3,0.00278590178658578
0,71,3,0.00278590178658578
0,72,3,0.00278590178658578
0,73,3,0.00278590178658578
0,74,3,0.00278590178658578
0,75,3,0.00214468843243598
0,76,3,0.00214468843243598
0,77,3,0.00214468843243598
0,78,3,0.00214468843243598
0,79,3,0.00214468843243598
0,80,3,0.00164119249599837
0,81,3,0.00164119249599837
0,82,3,0.00164119249599837
0,83,3,0.00164119249599837
0,84,3,0.00164119249599837
0,85,3,0.00164119249599837
0,86,3,0.00164119249599837
0,87,3,0.00164119249599837
0,88,3,0.00164119249599837
0,89,3,0.00164119249599837
0,90,3,0.00164119249599837
0,91,3,0.00164119249599837
0,92,3,0.00164119249599837
0,93,3,0.00164119249599837
0,94,3,0.00164119249599837
0,95,3,0.00164119249599837
0,96,3,0.00164119249599837
0,97,3,0.00164119249599837
0,98,3,0.00164119249599837
0,99,3,0.00164119249599837
0,100,3,0.00164119249599837
0,101,3,0.00164119249599837
0,102,3,0.00164119249599837
0,103,3,0.00164119249599837
0,104,3,0.00164119249599837
0,105,3,0.00164119249599837
0,106,3,0.00164119249599837
0,107,3,0.00164119249599837
0,108,3,0.00164119249599837
0,109,3,0.00164119249599837
0,110,3,0.00164119249599837
1,0,3,0
1,1,3,0
1,2,3,0
1,3,3,0
1,4,3,0
1,5,3,0
1,6,3,0
1,7,3,0
1,8,3,0
1,9,3,0
1,10,3,0
1,11,3,0
1,12,3,0
1,13,3,0
1,14,3,0
1,15,3,0
1,16,3,0
1,17,3,0
1,18,3,0
1,19,3,0
1,20,3,0
1,21,3,0
1,22,3,0
1,23,3,0
1,24,3,0
1,25,3,0
1,26,3,0
1,27,3,0
1,28,3,0
1,29,3,0
1,30,3,0
1,31,3,0
1,32,3,0
1,33,3,0
1,34,3,0
1,35,3,0
1,36,3,0
1,37,3,0
1,38,3,0
1,39,3,0
1,40,3,0
1,41,3,0
1,42,3,0
1,43,3,0
1,44,3,0
1,45,3,0
1,46,3,0
1,47,3,0
1,48,3,0
1,49,3,0
1,50,3,0
1,51,3,0
1,52,3,0
1,53,3,0
1,54,3,0
1,55,3,0.00125087932068702
1,56,3,0.00125087932068702
1,57,3,0.00125087932068702
1,58,3,0.00125087932068702
1,59,3,0.00125087932068702
1,60,3,0.00177711593076546
1,61,3,0.00177711593076546
1,62,3,0.00177711593076546
1,63,3,0.00177711593076546
1,64,3,0.00177711593076546
1,65,3,0.000394474148058266
1,66,3,0.000394474148058266
1,67,3,0.000394474148058266
1,68,3,0.000394474148058266
1,69,3,0.000394474148058266
1,70,3,0.000295960979099341
1,71,3,0.000295960979099341
1,72,3,0.000295960979099341
1,73,3,0.000295960979099341
1,74,3,0.000295960979099341
1,75,3,0
1,76,3,0
1,77,3,0
1,78,3,0
1,79,3,0
1,80,3,0
1,81,3,0
1,82,3,0
1,83,3,0
1,84,3,0
1,85,3,0
1,86,3,0
1,87,3,0
1,88,3,0
1,89,3,0
1,90,3,0
1,91,3,0
1,92,3,0
1,93,3,0
1,94,3,0
1,95,3,0
1,96,3,0
1,97,3,0
1,98,3,0
1,99,3,0
1,100,3,0
1,101,3,0
1,102,3,0
1,103,3,0
1,104,3,0
1,105,3,0
1,106,3,0
1,107,3,0
1,108,3,0
1,109,3,0
1,110,3,0
0,0,4,0
0,1,4,0
0,2,4,0
0,3,4,0
0,4,4,0
0,5,4,0
0,6,4,0
0,7,4,0
0,8,4,0
0,9,4,0
0,10,4,0
0,11,4,0
0,12,4,0
0,13,4,0
0,14,4,0
0,15,4,0
0,16,4,0
0,17,4,0
0,18,4,0
0,19,4,0
0,20,4,0
0,21,4,0
0,22,4,0
0,23,4,0
0,24,4,0
0,25,4,0
0,26,4,0
0,27,4,0
0,28,4,0
0,29,4,0
0,30,4,0
0,31,4,0
0,32,4,0
0,33,4,0
0,34,4,0
0,35,4,0.00384015298338125
0,36,4,0.00384015298338125
0,37,4,0.00384015298338125
0,38,4,0.00384015298338125
0,39,4,0.00384015298338125
0,40,4,0.0030663813588786
0,41,4,0.0030663813588786
0,42,4,0.0030663813588786
0,43,4,0.0030663813588786
0,44,4,0.0030663813588786
0,45,4,0.00586681464118277
0,46,4,0.00586681464118277
0,47,4,0.00586681464118277
0,48,4,0.00586681464118277
0,49,4,0.00586681464118277
0,50,4,0.00509691421978342
0,51,4,0.00509691421978342
0,52,4,0.00509691421978342
0,53,4,0.00509691421978342
0,54,4,0.00509691421978342
0,55,4,0.00504273895823315
0,56,4,0.00504273895823315
0,57,4,0.00504273895823315
0,58,4,0.00504273895823315
0,59,4,0.00504273895823315
0,60,4,0.00446976961449363
0,61,4,0.00446976961449363
0,62,4,0.00446976961449363
0,63,4,0.00446976961449363
0,64,4,0.00446976961449363
0,65,4,0.00443396615308533
0,66,4,0.00443396615308533
0,67,4,0.00443396615308533
0,68,4,0.00443396615308533
0,69,4,0.00443396615308533
0,70,4,0.00278590178658578
0,71,4,0.00278590178658578
0,72,4,0.00278590178658578
0,73,4,0.00278590178658578
0,74,4,0.00278590178658578
0,75,4,0.00214468843243598
0,76,4,0.00214468843243598
0,77,4,0.00214468843243598
0,78,4,0.00214468843243598
0,79,4,0.00214468843243598
0,80,4,0.00164119249599837
0,81,4,0.00164119249599837
0,82,4,0.00164119249599837
0,83,4,0.00164119249599837
0,84,4,0.00164119249599837
0,85,4,0.00164119249599837
0,86,4,0.00164119249599837
0,87,4,0.00164119249599837
0,88,4,0.00164119249599837
0,89,4,0.00164119249599837
0,90,4,0.00164119249599837
0,91,4,0.00164119249599837
0,92,4,0.00164119249599837
0,93,4,0.00164119249599837
0,94,4,0.00164119249599837
0,95,4,0.00164119249599837
0,96,4,0.00164119249599837
0,97,4,0.00164119249599837
0,98,4,0.00164119249599837
0,99,4,0.00164119249599837
0,100,4,0.00164119249599837
0,101,4,0.00164119249599837
0,102,4,0.00164119249599837
0,103,4,0.00164119249599837
0,104,4,0.00164119249599837
0,105,4,0.00164119249599837
0,106,4,0.00164119249599837
0,107,4,0.00164119249599837
0,108,4,0.00164119249599837
0,109,4,0.00164119249599837
0,110,4,0.00164119249599837
1,0,4,0
1,1,4,0
1,2,4,0
1,3,4,0
1,4,4,0
1,5,4,0
1,6,4,0
1,7,4,0
1,8,4,0
1,9,4,0
1,10,4,0
1,11,4,0
1,12,4,0
1,13,4,0
1,14,4,0
1,15,4,0
1,16,4,0
1,17,4,0
1,18,4,0
1,19,4,0
1,20,4,0
1,21,4,0
1,22,4,0
1,23,4,0
1,24,4,0
1,25,4,0
1,26,4,0
1,27,4,0
1,28,4,0
1,29,4,0
1,30,4,0
1,31,4,0
1,32,4,0
1,33,4,0
1,34,4,0
1,35,4,0
1,36,4,0
1,37,4,0
1,38,4,0
1,39,4,0
1,40,4,0
1,41,4,0
1,42,4,0
1,43,4,0
1,44,4,0
1,45,4,0
1,46,4,0
1,47,4,0
1,48,4,0
1,49,4,0
1,50,4,0
1,51,4,0
1,52,4,0
1,53,4,0
1,54,4,0
1,55,4,0.00125087932068702
1,56,4,0.00125087932068702
1,57,4,0.00125087932068702
1,58,4,0.00125087932068702
1,59,4,0.00125087932068702
1,60,4,0.00177711593076546
1,61,4,0.00177711593076546
1,62,4,0.00177711593076546
1,63,4,0.00177711593076546
1,64,4,0.00177711593076546
1,65,4,0.000394474148058266
1,66,4,0.000394474148058266
1,67,4,0.000394474148058266
1,68,4,0.000394474148058266
1,69,4,0.000394474148058266
1,70,4,0.000295960979099341
1,71,4,0.000295960979099341
1,72,4,0.000295960979099341
1,73,4,0.000295960979099341
1,74,4,0.000295960979099341
1,75,4,0
1,76,4,0
1,77,4,0
1,78,4,0
1,79,4,0
1,80,4,0
1,81,4,0
1,82,4,0
1,83,4,0
1,84,4,0
1,85,4,0
1,86,4,0
1,87,4,0
1,88,4,0
1,89,4,0
1,90,4,0
1,91,4,0
1,92,4,0
1,93,4,0
1,94,4,0
1,95,4,0
1,96,4,0
1,97,4,0
1,98,4,0
1,99,4,0
1,100,4,0
1,101,4,0
1,102,4,0
1,103,4,0
1,104,4,0
1,105,4,0
1,106,4,0
1,107,4,0
1,108,4,0
1,109,4,0
1,110,4,0
0,0,5,0
0,1,5,0
0,2,5,0
0,3,5,0
0,4,5,0
0,5,5,0
0,6,5,0
0,7,5,0
0,8,5,0
0,9,5,0
0,10,5,0
0,11,5,0
0,12,5,0
0,13,5,0
0,14,5,0
0,15,5,0
0,16,5,0
0,17,5,0
0,18,5,0
0,19,5,0
0,20,5,0
0,21,5,0
0,22,5,0
0,23,5,0
0,24,5,0
0,25,5,0
0,26,5,0
0,27,5,0
0,28,5,0
0,29,5,0
0,30,5,0
0,31,5,0
0,32,5,0
0,33,5,0
0,34,5,0
0,35,5,0.00932608581678307
0,36,5,0.00932608581678307
0,37,5,0.00932608581678307
0,38,5,0.00932608581678307
0,39,5,0.00932608581678307
0,40,5,0.0074469261572766
0,41,5,0.0074469261572766
0,42,5,0.0074469261572766
0,43,5,0.0074469261572766
0,44,5,0.0074469261572766
0,45,5,0.014247978414301
0,46,5,0.014247978414301
0,47,5,0.014247978414301
0,48,5,0.014247978414301
0,49,5,0.014247978414301
0,50,5,0.0123782202480454
0,51,5,0.0123782202480454
0,52,5,0.0123782202480454
0,53,5,0.0123782202480454
0,54,5,0.0123782202480454
0,55,5,0.0122466517557092
0,56,5,0.0122466517557092
0,57,5,0.0122466517557092
0,58,5,0.0122466517557092
0,59,5,0.0122466517557092
0,60,5,0.010855154778056
0,61,5,0.010855154778056
0,62,5,0.010855154778056
0,63,5,0.010855154778056
0,64,5,0.010855154778056
0,65,5,0.0107682035146358
0,66,5,0.0107682035146358
0,67,5,0.0107682035146358
0,68,5,0.0107682035146358
0,69,5,0.0107682035146358
0,70,5,0.00676576148170827
0,71,5,0.00676576148170827
0,72,5,0.00676576148170827
0,73,5,0.00676576148170827
0,74,5,0.00676576148170827
0,75,5,0.00520852905020164
0,76,5,0.00520852905020164
0,77,5,0.00520852905020164
0,78,5,0.00520852905020164
0,79,5,0.00520852905020164
0,80,5,0.0039857532045674
0,81,5,0.0039857532045674
0,82,5,0.0039857532045674
0,83,5,0.0039857532045674
0,84,5,0.0039857532045674
0,85,5,0.0039857532045674
0,86,5,0.0039857532045674
0,87,5,0.0039857532045674
0,88,5,0.0039857532045674
0,89,5,0.0039857532045674
0,90,5,0.0039857532045674
0,91,5,0.0039857532045674
0,92,5,0.0039857532045674
0,93,5,0.0039857532045674
0,94,5,0.0039857532045674
0,95,5,0.0039857532045674
0,96,5,0.0039857532045674
0,97,5,0.0039857532045674
0,98,5,0.0039857532045674
0,99,5,0.0039857532045674
0,100,5,0.0039857532045674
0,101,5,0.0039857532045674
0,102,5,0.0039857532045674
0,103,5,0.0039857532045674
0,104,5,0.0039857532045674
0,105,5,0.0039857532045674
0,106,5,0.0039857532045674
0,107,5,0.0039857532045674
0,108,5,0.0039857532045674
0,109,5,0.0039857532045674
0,110,5,0.0039857532045674
1,0,5,0
1,1,5,0
1,2,5,0
1,3,5,0
1,4,5,0
1,5,5,0
1,6,5,0
1,7,5,0
1,8,5,0
1,9,5,0
1,10,5,0
1,11,5,0
1,12,5,0
1,13,5,0
1,14,5,0
1,15,5,0
1,16,5,0
1,17,5,0
1,18,5,0
1,19,5,0
1,20,5,0
1,21,5,0
1,22,5,0
1,23,5,0
1,24,5,0
1,25,5,0
1,26,5,0
1,27,5,0
1,28,5,0
1,29,5,0
1,30,5,0
1,31,5,0
1,32,5,0
1,33,5,0
1,34,5,0
1,35,5,0
1,36,5,0
1,37,5,0
